Watchtower ID,Postcode,Population Served,Watchtower Point of Contact Name,x,y
WT3808MMGCV,3808,1516,Alice Schmelz,145.47627366088184,-37.96999032738656
WT3858VBJEZ,3858,1008,Frank Mckay,146.4643872269934,-37.70128412623101
WT3858TSNDX,3858,1008,Angela Dexter,146.81008375978269,-37.217445513139786
WT3858IFQCA,3858,1008,Pauline Botkin,146.59834034532963,-37.4913716247717
WT3723LMJSJ,3723,1502,Oscar Sears,146.27332024772176,-36.948121056075905
WT3723ARNTR,3723,1502,David Dunaway,146.07736519208603,-37.2571342766942
WT3821UBUGE,3821,1458,Clarence Harty,146.01659205377223,-38.22109648407308
WT3821GKQVH,3821,1458,Tina Rogian,146.04675100939392,-38.19914720889278
WT3202IDOPR,3202,1453,Shannon Bello,145.07561474247163,-37.947828524869706
WT3202VGFWI,3202,1453,Edward Mohorovich,145.0981452676193,-37.94451896393119
WT3871VBOCO,3871,1451,David Hudnell,146.05740583635816,-38.491370012341534
WT3871XVSOD,3871,1451,Mark Martinez,146.26247857549268,-38.26173487936323
WT3435VCHKG,3435,1439,Vernon Revak,144.7089588943855,-37.31146009548804
WT3435JZWPT,3435,1439,Felix Barth,144.69925406147158,-37.247863420517085
WT3938HFIAY,3938,2823,Robert Cashio,144.93339758681753,-38.36495278578952
WT3956NITYU,3956,940,Liz Quinonez,146.1714906085415,-38.80866659787346
WT3956DVIYM,3956,940,Carol Twichell,145.78969686154355,-38.615205287883846
WT3956VQBJJ,3956,940,Jesus Fabbri,146.00509974244184,-38.86981870990471
WT3418MGKYO,3418,2772,Joyce Smith,141.97956043404395,-36.27578953921955
WT3304LTOER,3304,681,James Broadway,141.91304296053238,-38.08286392590754
WT3304USCDE,3304,681,Pat Smith,140.93954785911416,-38.22891906650568
WT3304KHKYN,3304,681,Robert Magnuson,141.9041115605597,-37.909520270955575
WT3304ZOOWD,3304,681,Johnny Huszar,141.39029459667637,-38.230244337190726
WT3685BGXYX,3685,1361,Michael Weatherspoon,146.56300339579627,-36.06275691306193
WT3685KJYXY,3685,1361,Shirley Prescott,146.3159746578374,-35.97378625619464
WT3816RKVGQ,3816,2721,Winston Steinberg,145.76227139481438,-38.05153945228166
WT3393KRBTF,3393,2685,Brenda Neil,142.2439016007552,-36.06948475728159
WT3717WFWMH,3717,378,Craig Carlson,145.22341733206022,-37.50301192704405
WT3717DKRXQ,3717,378,Herbert Rumph,145.6371099034687,-37.39509154708391
WT3717MXQAF,3717,378,Eddie Campbell,145.272309284533,-37.47847706412625
WT3717YSAOA,3717,378,Woodrow Spangler,145.361057179615,-37.414640086471316
WT3717DWKIB,3717,378,Mike Williams,145.29333280140304,-37.13869236134871
WT3717QUVQX,3717,378,Raymond Rodriguez,145.62713373691372,-37.196187004616725
WT3717IPOUJ,3717,378,Carole Diliberto,145.29745211016086,-37.32235452582552
WT3265TGYJP,3265,655,Fernando Spence,142.60851730446618,-38.077342728842595
WT3265FDRMI,3265,655,Anthony Colon,142.88505696453913,-38.059164845297275
WT3265AKLOT,3265,655,Nanette Murray,142.77077580742395,-38.149275103330446
WT3265GYEAQ,3265,655,Chandra Le,142.60073204650038,-38.28789824374261
WT3460LWSIY,3460,427,Caitlin Thompson,144.1376624005498,-37.30864007574308
WT3460HCAZF,3460,427,Raul Taylor,144.08941044452567,-37.32284358995993
WT3460HSJMZ,3460,427,Susan Smith,144.19283622829303,-37.37123650833884
WT3460QYPZU,3460,427,Sonia Smith,144.0929025570156,-37.33553746695268
WT3460SQGST,3460,427,Lawrence Troyer,144.1335916035009,-37.29758208356775
WT3460YLOEY,3460,427,Annette Wyckoff,144.14883087817967,-37.37592921512407
WT3960XUPWM,3960,2474,Herbert Harding,146.421896745783,-38.56082923796351
WT3478NOSNX,3478,614,Mary Wooster,143.190083774406,-36.70864776402552
WT3478BKYFZ,3478,614,Cristi Wetzel,143.13487923201885,-36.63308167121733
WT3478DPGUK,3478,614,Soledad Seward,143.26754985570844,-36.88219170892449
WT3478CBJTX,3478,614,Walter Robichaux,143.30067747372127,-36.79402421918099
WT3463YMKAQ,3463,1225,Rose Lemelin,144.03588920833235,-37.01825568547842
WT3463WLBBM,3463,1225,Catherine Schoonover,144.1844949063334,-36.98546058925213
WT3608QIPDQ,3608,2418,Sarah Carabajal,145.2922659688898,-36.87430114139095
WT3438CQCDY,3438,2387,David Stallings,144.586903151697,-37.446514751709444
WT3621BVNYS,3621,2368,Wendy Louder,144.93731254161733,-36.131357555394445
WT3090YMXMC,3090,1182,Laurie Hoppe,145.10432370123303,-37.656224265693986
WT3090WEYIC,3090,1182,Jeanette Longmore,145.1123887007391,-37.68035572698927
WT3812PLMLE,3812,770,Richard Suggs,145.57000321394543,-38.15138732269093
WT3812XETYP,3812,770,Evelyn Wiseman,145.52655043632882,-37.989869951921904
WT3812JQWAR,3812,770,Evelyn Owens,145.5275783506644,-38.12569037324767
WT3373DXBDC,3373,573,Michelle Blind,143.4011825913708,-37.53673475574405
WT3373HEMID,3373,573,William Gordo,143.13551462862847,-37.443289292032226
WT3373ZJBZG,3373,573,Helen Hu,143.40004730403342,-37.327257624451846
WT3373FDEUM,3373,573,Phyllis Hegyi,143.19424925274458,-37.38771716562931
WT3814AGEVJ,3814,751,Kelly Turner,145.675337380621,-38.140210095424855
WT3814OVCAP,3814,751,Donna Kester,145.66728248121504,-38.07119647817931
WT3814SZYBR,3814,751,Byron Needham,145.6460050878868,-38.146876218389096
WT3847RJDXL,3847,2191,Pat Burgess,146.86381739995323,-38.14386715522482
WT3758GCVZS,3758,1090,Patricia Tiller,145.05303811607297,-37.37848946997211
WT3758DJMSW,3758,1090,Christopher Allen,145.07570994771004,-37.371226033041694
WT3638KIKMI,3638,691,Helen Keeley,145.2960240784953,-36.004820704107786
WT3638XYYRG,3638,691,Craig Borman,145.18508840410325,-35.91762676338385
WT3638OJFZH,3638,691,Marco Roberts,145.2057899755399,-35.96325643047504
WT3440LHTRC,3440,2040,Candace Sutch,144.51033301855105,-37.40338784269493
WT3096GCQVQ,3096,980,Michael Canclini,145.1909666670253,-37.64870481664699
WT3096KTMPT,3096,980,Roberto Moncrief,145.18905739417752,-37.67924845022556
WT3458TDFZR,3458,972,Cynthia Yu,144.37057972703673,-37.5430928247561
WT3458FSKZU,3458,972,Eugene Henry,144.40088295549785,-37.45682082060834
WT3515HIKOU,3515,1944,Evelyn Alcala,144.13527329174417,-36.86696311522371
WT3501INFDS,3501,970,Dan Newton,142.12459109318573,-34.98177118462669
WT3501XTYVM,3501,970,Brandy Lard,142.5152177429413,-34.87782592786268
WT3749WLSOZ,3749,944,Betty Garguilo,146.8086945461124,-36.39710610515253
WT3749WOROF,3749,944,Joseph Frost,146.84917800445172,-36.337092913340356
WT3885EGHSP,3885,935,Karen Croley,148.48619319329754,-37.187550934582305
WT3885TPBJO,3885,935,Lois Jones,148.2592600503724,-37.30244454304162
WT3480QEOMO,3480,618,Ethel Priem,142.79101191322778,-36.49144056495796
WT3480HSGMP,3480,618,Pamela Sagraves,142.71248613141526,-36.36060974795042
WT3480GVRDF,3480,618,George Duncan,142.99418175789054,-36.20726079107059
WT3823TUJXY,3823,919,Dianne Moore,146.11274477795862,-38.205813313194334
WT3823IJDAQ,3823,919,Harvey Luce,145.996146854936,-38.3093020930862
WT3707PYCEU,3707,918,William Payne,148.0126149180994,-36.827066656604
WT3707TDXBB,3707,918,Stephen Kelley,147.92956417771916,-36.525039945910116
WT3675CGSWG,3675,902,Sandra Holland,146.08960006289036,-36.49929801269455
WT3675UTKNU,3675,902,Joseph Perkins,146.18864295305394,-36.27398783597474
WT3370QYSHJ,3370,356,Paul Padilla,143.83477274787955,-37.283037043706784
WT3370KWSUP,3370,356,Anna Thornton,143.8418718265147,-37.31545114597499
WT3370XRAHI,3370,356,Tammy Compton,143.76050524940354,-37.17889378247109
WT3370MSMOW,3370,356,Mari Delgado,143.8089779196874,-37.182938473474394
WT3370DKBYO,3370,356,Marsha Lafontant,143.92452478216035,-37.32455602225237
WT3673HXZDV,3673,346,June Matteson,145.99560167654946,-36.51826050506983
WT3673LHTGB,3673,346,Casandra Rodriquez,146.02864301781875,-36.57846222401271
WT3673UDUWK,3673,346,Gertrude Charpentier,146.064080962777,-36.511711112290506
WT3673IJRGA,3673,346,Tanya Boteilho,145.97689883082307,-36.70047256228652
WT3673KVXLO,3673,346,Victor Haile,146.07246915022156,-36.42624843930229
WT3610MARUH,3610,1712,John Cusumano,145.24019365423268,-36.65840158975186
WT3831YJUPB,3831,1702,Scott Veliz,146.00129171085706,-37.97936717756665
WT3281EZDKH,3281,1699,Barb Alton,142.45791213214864,-38.324298992639996
WT3341XDEDB,3341,1663,Bernice Horner,144.29663463772837,-37.547884095619004
WT3943EYMAH,3943,398,Sarah Lugo,144.72331044507223,-38.34139968469118
WT3943KMLNK,3943,398,John Altman,144.72863720419917,-38.35664412958081
WT3943FFEHH,3943,398,Floyd Mcfaul,144.7219219690698,-38.32665967904324
WT3943HZQVK,3943,398,Alfred Turner,144.72713263386783,-38.36231659526328
WT3091FDFST,3091,1588,Rebecca Stancliff,145.12240125110986,-37.635405529674266
WT3272EWWHF,3272,769,Roger Anderson,142.71401463123493,-38.038851279666154
WT3272BKXQG,3272,769,Lisa Sharpe,142.87016774545785,-37.88947223980726
WT3763VATKY,3763,1536,Paul Taylor,145.33572339168677,-37.5146098951901
WT3987SSZNL,3987,763,Eddie Rodriguez,145.61566941393843,-38.34242759790382
WT3987IUCAW,3987,763,Nicole Jordan,145.6632481473161,-38.312568530431655
WT3937DRRVK,3937,762,Tena Colicchio,145.00744278357038,-38.40617376495124
WT3937YBAGH,3937,762,Tyesha Evans,145.0385876851752,-38.37262744294901
WT3786EFOMB,3786,506,Donald Thomas,145.34487882758629,-37.874609030786985
WT3786QKGRU,3786,506,Joe Pulaski,145.33261178176102,-37.876147897332174
WT3786NFEXM,3786,506,Valarie Ladd,145.33896749059468,-37.86280807124825
WT3321SLUNV,3321,759,Kim Olenius,143.98429332391092,-38.13055706695252
WT3321FSNXX,3321,759,James Mcintosh,144.00220559674338,-38.10453080180178
WT3904PAGSD,3904,1449,Joseph Guers,147.8814230103012,-37.85756287851035
WT3097XJCTL,3097,288,Patricia Radune,145.18364275759183,-37.71865897605492
WT3097RLMTE,3097,288,Lois Vranicar,145.18340474023532,-37.691368332589334
WT3097ZVIBG,3097,288,Timothy Long,145.227096255893,-37.689580404553084
WT3097QGSQV,3097,288,Michael Leedom,145.22873765767582,-37.66981369714856
WT3097XAVZR,3097,288,Shelby Harlow,145.25409838935127,-37.72006745411789
WT3517QWJOG,3517,710,Sharon Smith,143.824028691537,-36.45599339449958
WT3517YLCTS,3517,710,Andres Stringer,143.9658753397074,-36.528924885229124
WT3283LERNB,3283,1361,Robert Boyd,142.41367175900947,-38.3036671283345
WT3669LSORM,3669,334,Patrick Thomas,145.6479454315831,-36.432169618935255
WT3669OUWTC,3669,334,Terry Shirley,145.69151489086724,-36.46735851543632
WT3669WHCWK,3669,334,Roxanne Fraley,145.9451171985405,-36.701771376792436
WT3669MKTAQ,3669,334,James Fonville,145.55145500006822,-36.60076811195746
WT3441YNOKN,3441,1335,Cynthia Collman,144.57328440300623,-37.40159541228774
WT3211MCZAU,3211,440,Gary Ponce,144.41026041034422,-37.94191633053165
WT3211QYZTL,3211,440,Tom Shaver,144.37026865605213,-37.917644151712125
WT3211WIQQD,3211,440,David Cross,144.52883112609675,-37.86741720379371
WT3518SVOUH,3518,1306,Mindy Degeorge,143.59564436938143,-36.16549139553198
WT3525PNKTT,3525,433,David Maxwell,143.51297721469035,-36.23605115989298
WT3525YPKBW,3525,433,Denise Roberts,143.32090727836928,-36.14524876420747
WT3525SFNVO,3525,433,Arthur Raisor,143.66354165987724,-36.267518688911686
WT3490QZBIL,3490,1293,Eldon Thompson,142.0920751388341,-35.6294349028439
WT3231VKTTU,3231,418,Karl Evans,143.99174248566703,-38.47241568127852
WT3231LJTGE,3231,418,Jeffrey Yeary,144.01750189333376,-38.47277891942741
WT3231YSKOO,3231,418,Leontine Mcghee,144.07128861030645,-38.416049306559025
WT3767ILZMN,3767,1251,Maryann Kay,145.33373257999517,-37.853257590233525
WT3795WSZUM,3795,1246,Alex Hawkins,145.4072514306909,-37.82187487192302
WT3766LGYUJ,3766,619,Carol Macduff,145.40485438162457,-37.81390686762836
WT3766LYICC,3766,619,Gary Evans,145.3953639008541,-37.81880414343826
WT3641BTUYG,3641,1238,Lamar Lozano,145.34836367023766,-35.8424059383367
WT3688ZTAMY,3688,618,Roberta Brown,146.64108713010882,-36.21921388508445
WT3688CBCFE,3688,618,Benny Cook,146.81185337352275,-36.15314574756163
WT3381NFBPE,3381,151,Daniel Acosta,142.57351080319467,-37.04393698486994
WT3381EFBIQ,3381,151,Dale Garcia,142.46965139909298,-37.05217061975479
WT3381APGKW,3381,151,James Larsen,142.77985200882904,-37.01354991648296
WT3381LWKCT,3381,151,Le Gomez,142.51840302060043,-37.258945692835056
WT3381FUDIA,3381,151,Penny Carrier,142.7602629758581,-37.02897861269415
WT3381FKFEZ,3381,151,Elmer Griffin,142.44911391594928,-37.02476536916137
WT3381JVYWT,3381,151,Sandra Chevarie,142.40497301204525,-37.307592633147635
WT3381KVHUF,3381,151,Margaret Fox,142.49653441432633,-37.19416819289613
WT3301HQZAE,3301,605,Kim Keane,142.07239211135584,-37.77700323607221
WT3301IQFNG,3301,605,Steve Rone,141.75627170931074,-37.68817872288948
WT3285WNGGS,3285,1207,Ora Clifton,142.14470166633348,-38.314831012426886
WT3467JKMEF,3467,397,Manuel Abnet,143.4924702806275,-37.15209600675481
WT3467QUKAH,3467,397,Amy Robinson,143.47318345426046,-37.11545995836594
WT3467LHHIZ,3467,397,Richard Griffin,143.50261220117957,-37.088347582968815
WT3462DADMQ,3462,1173,Nancy Campbell,144.1374812658229,-37.131271621789665
WT3959PMBNZ,3959,1151,Vicki Lee,146.0821758736516,-38.66933499929393
WT3699BGPTB,3699,562,Thelma Williams,147.21459978695535,-36.82083098907771
WT3699OPGQD,3699,562,Barbara Nguyen,147.1863486785373,-36.846367157772164
WT3232GSLYH,3232,1114,Joshua Sickafoose,143.96111969797116,-38.544885004427805
WT3933UXXXP,3933,549,Shaun Guffey,145.11706009902144,-38.26228415412558
WT3933WXYJR,3933,549,Zachary Goza,145.07665783689336,-38.27000418539565
WT3882QOVKL,3882,365,Debbie Boulos,147.77884723369948,-37.81310504617672
WT3882ISHVI,3882,365,Shawn Muzzy,147.7937207999227,-37.840668321486035
WT3882RGSSA,3882,365,Phillis Schuch,147.75579639334276,-37.856665808632705
WT3701KWYIQ,3701,269,Martha Moore,147.39302957919313,-36.254894160169314
WT3701XMJIG,3701,269,Mark Hicks,147.26723354921847,-36.1746908422996
WT3701TPSEH,3701,269,Grant Kennedy,147.41241338695838,-36.74234154193107
WT3701BLODZ,3701,269,William Spann,147.34749326796666,-36.82949780524
WT3662ATDOV,3662,1078,Paul Ellis,145.08873224471094,-36.99108812380201
WT3740IECZM,3740,1072,Michael Perez,146.9217522241385,-36.64629473417421
WT3664SWXIM,3664,535,Marty Irons,145.4213559345688,-36.857283583008325
WT3664EILRT,3664,535,Maryanne Lynn,145.42161318959032,-36.93788737288042
WT3792SKYCB,3792,1065,Colby Doyle,145.39881601029296,-37.88635098026027
WT3787KIMNH,3787,1062,Betty Sampson,145.36358060721886,-37.859543841581385
WT3759ICVDE,3759,1062,Iva Molnar,145.23297999967573,-37.626872567426965
WT3537EGSDE,3537,521,Laurie Martines,143.50920947939483,-35.998732241775734
WT3537GDZFE,3537,521,Sherry Peake,143.56406500234263,-36.06556086383777
WT3312BCEJQ,3312,1031,Alexandra Ratzlaff,141.38649875710092,-37.85213620536482
WT3446VQPAV,3446,512,Cassandra Adami,144.41009345156795,-37.21333938617653
WT3446LXAKM,3446,512,Maria Lyons,144.40737884448492,-37.18383196399772
WT3713OZEIC,3713,1024,Ann Salinas,146.01557433114024,-37.27115481963977
WT3332FSCDK,3332,338,Henry Kirkpatrick,144.15091810265923,-37.97466704460513
WT3332WMOFU,3332,338,Ramon Clark,144.15772536670477,-37.92915238792948
WT3332VSYVL,3332,338,Charles Koons,144.08742265383532,-37.906318691909874
WT3988UFLKM,3988,999,Gregory Dugue,145.83757759657212,-38.26137977472963
WT3640IJEAX,3640,498,Craig January,145.5623845411036,-35.9526679524584
WT3640AAQGU,3640,498,Carl Ivory,145.48523912123903,-35.955725710715924
WT3371TKLWD,3371,198,Rosie Balmes,143.780979766201,-37.140381147308865
WT3371LQPJM,3371,198,Charles Guthrie,143.5878223789721,-37.27909863207194
WT3371NRCNH,3371,198,Carlos French,143.54129436868953,-37.19169269131555
WT3371EDHJW,3371,198,Maria Mccormick,143.6987549405334,-37.15966454310564
WT3371FSXOU,3371,198,Stephen Fuger,143.58227223810064,-37.22182937861386
WT3856LZQQX,3856,494,Harold Clark,146.5747956840559,-38.097273979739455
WT3856VWUCE,3856,494,Calvin Peters,146.66966584752493,-38.0660779657233
WT3822UTLBA,3822,328,Martha Cantell,145.97078430963745,-38.259788295528516
WT3822ZUESE,3822,328,Vera Trujillo,145.9732567826071,-38.19320356727584
WT3822SCXUE,3822,328,Olivia Kealoha,146.0445194647736,-38.21652931863321
WT3294HMRGS,3294,959,Donna Hunt,142.41033479433978,-37.72739513117154
WT3558YVRNF,3558,913,Shirley Mercier,144.46934774099876,-36.38961409239029
WT3390MNEYB,3390,910,Russel Oneal,142.36556277404844,-36.671526631248994
WT3929QUHGX,3929,301,Reta Dear,144.98217411069476,-38.478207718155254
WT3929CVLPY,3929,301,Teresa Lombard,144.99612255072378,-38.4979018760139
WT3929GAEUY,3929,301,Peter Boucher,144.99946764003946,-38.49461270629174
WT3623KCHIQ,3623,224,Melissa Nunes,144.99128880433005,-36.493622465866466
WT3623WHBOP,3623,224,Bonnie Griffin,144.86245373284606,-36.474061581880534
WT3623CXKIC,3623,224,Rebecca Lara,144.90863570166192,-36.44103547317975
WT3623PQJJL,3623,224,Brian Rivera,144.93257396622488,-36.45881766189839
WT3483GYMPZ,3483,889,Shelia Atchity,142.93205811082646,-36.05104462124199
WT3614FEUFX,3614,294,Linda Horne,145.30264231019854,-36.4423853259039
WT3614TGMTF,3614,294,Thomas Hewitt,145.35183639969586,-36.454342723111374
WT3614RPLDA,3614,294,Wendy Allen,145.33384555608592,-36.4847281162463
WT3448IZIRK,3448,219,Danny Warden,144.42675511297,-37.1004559272066
WT3448TCXAB,3448,219,Alvin Christensen,144.46845561469266,-36.99469651360088
WT3448ARUDG,3448,219,Rebecca Gunn,144.2952391849277,-37.02554168504665
WT3448QJBPL,3448,219,Nancy Bourgeois,144.4400794084072,-37.02794896145388
WT3859EZZZF,3859,417,Mario West,146.874863527595,-37.938145839726175
WT3859ROSCD,3859,417,James Kraft,146.81360775199434,-37.88569149405884
WT3586GOKYH,3586,165,Susan Franca,143.4114445342641,-35.34326592695904
WT3586UIYSX,3586,165,Susan Brown,143.57551704336663,-35.43013773186777
WT3586DQTFQ,3586,165,Gail Snover,143.52329381464426,-35.414334958371455
WT3586VLTHI,3586,165,Daryl Harrell,143.76386533809153,-35.382522017008526
WT3586HJCAB,3586,165,Jon Pugh,143.77782006156744,-35.39881527530966
WT3242RMIRO,3242,828,Mary Schmidt,143.9191635258242,-38.39211400505958
WT3575LOVVV,3575,811,Bernice Crislip,143.8999537630559,-36.06222052471251
WT3563ASTZV,3563,808,Donald Cressey,144.50286713872708,-36.253027303203616
WT3379FSQNH,3379,803,Alvin Mccary,142.61984441180218,-37.452582014092336
WT3557JZEBK,3557,785,Gina Jennings,144.61554898220922,-36.65260697492854
WT3424UWBOM,3424,769,Lester Schneider,141.75360935510537,-35.60080608600458
WT3289ZSWDS,3289,378,Kim Hall,142.1760506248015,-37.83343114690931
WT3289KLENK,3289,378,Scott Paxson,142.28573388657216,-37.83036916681455
WT3570CVYRO,3570,753,Lynne Mcduffie,144.27083702467118,-36.56979567964781
WT3903XNRPU,3903,375,David Chaffins,147.83349993193158,-37.77168886119082
WT3903AHDFU,3903,375,Alvin Alston,147.8407936942637,-37.81399186326522
WT3221FUGFU,3221,749,Ebony Greer,144.20712718877473,-38.181166391894756
WT3269FLZCI,3269,730,Sheila Mittler,143.10357781739555,-38.68274455859186
WT3618RGICZ,3618,679,James Stratton,145.1127245252079,-36.372828222096814
WT3521QXPYY,3521,165,Mary Carrasquillo,144.82504468668296,-37.05788569846151
WT3521WLRVZ,3521,165,James Greenhalge,144.88270784822402,-37.10383461348541
WT3521GHFHW,3521,165,Angela Jones,144.8091641663201,-37.051119435689564
WT3521LJVFX,3521,165,Dale Cruz,144.82351825298568,-37.05283262770906
WT3728VTOCE,3728,318,Michael Figueras,145.8609999063205,-36.148397616739054
WT3728YZARW,3728,318,Heather Cummings,145.8168813215635,-36.115027477064245
WT3633ADDYP,3633,201,Deborah Martin,145.45189447672618,-36.32463899149619
WT3633WGRXB,3633,201,John Miller,145.48023893751045,-36.2875408553956
WT3633UVHAO,3633,201,Michael Price,145.51505172180683,-36.31027112244356
WT3637QUAPC,3637,198,Ronald Gibbs,145.24933488454735,-36.07351008853829
WT3637KIERO,3637,198,Robert Dow,145.25553090556156,-36.0980796504903
WT3637KCRBJ,3637,198,Dana Johannes,145.32391744928637,-36.06210732031904
WT3646ODVHA,3646,292,Cole Garcia,145.72326135638744,-36.3884929080724
WT3646YIARV,3646,292,Howard Adams,145.77244775588534,-36.106477847410545
WT3392VMHPA,3392,193,Joe Howland,142.70728416780486,-36.424373130494224
WT3392RTNTS,3392,193,Patricia Duke,142.52997970845823,-36.51024904610308
WT3392CNJDX,3392,193,John Kruse,142.519200725167,-36.43207553003609
WT3697NJLRT,3697,574,Lorene Adams,147.23509092899965,-36.704761090934205
WT3063WZIQE,3063,114,James Miller,144.81061694155076,-37.553501843305575
WT3063NRXLC,3063,114,Mildred Emery,144.85870579519653,-37.631183636401495
WT3063BAQSG,3063,114,Kerrie Muirhead,144.8477001027189,-37.61411556432888
WT3063SHXWL,3063,114,Jacquline Gaines,144.81431667022454,-37.548448007191524
WT3063QANBA,3063,114,Andres Hargrove,144.8675269613745,-37.63311112075561
WT3670PLGJW,3670,286,Amanda Rances,145.8543049782779,-36.550195914629086
WT3670UZILW,3670,286,Alice Mount,145.90035402413275,-36.755461658470594
WT3720INUUX,3720,142,Lydia Wake,145.85093034310947,-36.99680023507143
WT3720MGCOZ,3720,142,Ronald Geathers,145.92574211977552,-37.04513194445374
WT3720QRVEC,3720,142,Jason Martinez,145.94225200441355,-36.97990296994957
WT3720PRDQD,3720,142,Brittany Figueroa,145.8909095827922,-37.08158784283176
WT3334SWQXD,3334,141,Leslie Wilson,143.93533026459232,-37.82415532680082
WT3334GGKOS,3334,141,Elizabet Benson,144.1621690362788,-37.67891238372265
WT3334ZGRIM,3334,141,Danielle Aguilar,143.93613908439136,-37.71479341440412
WT3334URENZ,3334,141,Laura Cooley,143.97291721158282,-37.70444310411927
WT3874BQSHG,3874,558,Danny Davis,146.8929785569054,-38.63429799594603
WT3566XFFVH,3566,275,Katherine Rances,144.38029622131242,-35.94210216676543
WT3566TZUNA,3566,275,Jane Riherd,144.27256575931622,-35.96498437670641
WT3384SCVXJ,3384,547,Mattie English,142.82570937595798,-36.86424828187021
WT3594VFWKC,3594,265,Maria Wyatt,143.36980614046337,-35.13689286142818
WT3594HMRHI,3594,265,Regina Stevenson,143.36144293860465,-35.139081004061744
WT3324PZTHD,3324,529,Ray Hunt,143.37848595547797,-37.83035948043598
WT3314MSPDH,3314,262,Kristopher Dillis,142.49428100466025,-37.42945996656578
WT3314MMCAP,3314,262,Brenda Hier,142.24619966833797,-37.241569389454305
WT3251FUJSG,3251,522,Lisa Voegele,143.5797389397756,-38.1623931117428
WT3385SBYHN,3385,517,Jose Muscarella,142.4769673818804,-36.72879804542957
WT3966FVIXR,3966,511,Nicholas Jones,146.3860642910803,-38.632532172146895
WT3944IPDXM,3944,510,Bea Perkins,144.69467580157874,-38.30821085492802
WT3711ZTDQC,3711,492,Michelle Henkel,145.72069644231422,-37.38843622880619
WT3276GCLGU,3276,482,John Malbon,142.4392854535207,-38.19894008452885
WT3695LTWEX,3695,471,Brian Manson,147.12812637330472,-36.43015576164423
WT3622PSQCL,3622,457,Michael Johnson,144.86970237771936,-36.28586503033871
WT3744AERRG,3744,453,Wanda Winger,147.02260359868137,-36.843450219388366
WT3865KWBMJ,3865,449,Danielle Zeigler,147.47135719889891,-37.7878966294349
WT3649NJHAF,3649,86,Catherine Ortiz,145.70444412227315,-36.12591041370753
WT3649FZBJW,3649,86,Randy Reis,145.71663028775822,-36.09467058803647
WT3649QHCBG,3649,86,Catherine Martinez,145.7410820492848,-36.08027704542416
WT3649VOFAD,3649,86,Robert Stephenson,145.73206798467282,-36.091294892789826
WT3649HAFSM,3649,86,Pauline Moye,145.70978060583693,-36.016821302693344
WT3287GNYUZ,3287,216,Gregory Robertson,142.22590342509568,-37.982341386004684
WT3287NEKVB,3287,216,Joel Simmons,142.26305043381535,-37.983480961999916
WT3239MBYZA,3239,212,Richard Ashby,143.47124816171566,-38.500937875544096
WT3239YKAGQ,3239,212,Juliet Squires,143.44503520183875,-38.600327542945436
WT3407PYOAR,3407,420,Gale Martin,141.83324586447986,-37.2859635851256
WT3597QYEPE,3597,138,Bill Boardman,143.05015816797393,-35.057893670531236
WT3597EWQEE,3597,138,Barbara Prater,142.93959851974742,-34.79055186433574
WT3597ERXFD,3597,138,Jeffrey Wassermann,143.05218418696776,-34.748219582967735
WT3954ZMCUG,3954,404,Virginia Craig,145.94579609352263,-38.592514028809966
WT3779GWEUZ,3779,197,Heather Hamilton,145.95958275948624,-37.592625406209436
WT3779NULEK,3779,197,Aida Kuhnle,146.11080887018696,-37.67951918079387
WT3886ESDHQ,3886,194,Grace Cheeseman,148.468952000646,-37.74203564053428
WT3886TTZGX,3886,194,Andrew Gallaher,148.45433415685554,-37.76042025038381
WT3302YQSRD,3302,371,Janet Wuertz,141.70903116268366,-37.77041636441886
WT3760NWWQM,3760,123,Christina Barnes,145.2537632355421,-37.61222515067956
WT3760NSMCA,3760,123,Dave Harris,145.27915408932998,-37.62392370581628
WT3760OIPAO,3760,123,Donnie Washington,145.28420018561462,-37.60539948948486
WT3719TVVJM,3719,122,Brent Bautista,145.6864773045679,-37.03188286944955
WT3719OORYW,3719,122,Basil Perkins,145.58228061500017,-37.04599105764248
WT3719HLABD,3719,122,Alfred Too,145.52985920519603,-36.964844896202216
WT3395ZFRTI,3395,364,Eileen Smith,142.22894607727852,-35.890065275630576
WT3588WVCMU,3588,356,Lester Buford,143.4217950256489,-35.299755264328425
WT3475CCCXF,3475,172,Laura Martin,143.57488363090826,-36.85185108205203
WT3475GQDOE,3475,172,Stacy Tatsch,143.46966058558894,-36.668195411179134
WT3319JVPPC,3319,344,Brian Beebe,141.22543417362317,-37.012182939250735
WT3887NLNSJ,3887,342,Lorene Anderson,147.96080438424718,-37.76269836557282
WT3522OQJSC,3522,169,Michael Walston,144.74940885106298,-36.97742678178455
WT3522OJRGT,3522,169,Kathy Wilkerson,144.74300595564944,-36.97382390728314
WT3573ITNEH,3573,111,Sarah Batts,144.4134357014596,-36.25351364792508
WT3573DPVGU,3573,111,Wiley Palmer,144.15009214850954,-36.12318035418112
WT3573USMYF,3573,111,Mamie Jimenez,144.47307368498045,-36.29128543237728
WT3890YMWXJ,3890,324,Floyd Lopez,149.26497677490372,-37.448441010677136
WT3873DKJEX,3873,80,David Whitaker,146.6834436511048,-38.27461997132981
WT3873TVISD,3873,80,Joseph Richard,146.74366652248028,-38.24447649607425
WT3873ESEXR,3873,80,James Nardone,146.73243514870416,-38.26862296306848
